Name; Height (Inches); Height(Feet-Inches); Weight;Height(Meters);Weight(Kg)
Sean Rooks;82; 6-10;250;2,0828;113,3786848
Sean Singletary;72; 6-0;185;1,8288;83,90022676
Sean Williams;82; 6-10;235;2,0828;106,5759637
Sebastian Telfair;72; 6-0;165;1,8288;74,82993197
Sedale Threatt;74; 6-2;175;1,8796;79,36507937
Sedric Toney;74; 6-2;178;1,8796;80,72562358
Semih Erden;84; 7-0;240;2,1336;108,8435374
Serge Ibaka;82; 6-10;220;2,0828;99,77324263
Sergei Bazarevich;74; 6-2;168;1,8796;76,19047619
Sergei Monia;80; 6-8;220;2,032;99,77324263
Sergey Karasev;79; 6-7;203;2,0066;92,06349206
Sergio Rodriguez;75; 6-3;168;1,905;76,19047619
Seth Curry;74; 6-2;185;1,8796;83,90022676
Shabazz Muhammad;78; 6-6;225;1,9812;102,0408163
Shaler Halimon;77; 6-5;199;1,9558;90,24943311
Shammond Williams;73; 6-1;201;1,8542;91,15646259
Shandon Anderson;78; 6-6;208;1,9812;94,33106576
Shane Battier;80; 6-8;220;2,032;99,77324263
Shane Edwards;79; 6-7;220;2,0066;99,77324263
Shane Heal;72; 6-0;180;1,8288;81,63265306
Shane Larkin;71; 5-11;176;1,8034;79,8185941
Shannon Brown;76; 6-4;205;1,9304;92,97052154
Shaquille O'Neal;85; 7-1;325;2,159;147,3922902
Shareef Abdur-Rahim;81; 6-9;225;2,0574;102,0408163
Sharone Wright;83; 6-11;260;2,1082;117,9138322
Sharrod Ford;81; 6-9;225;2,0574;102,0408163
Shaun Livingston;79; 6-7;182;2,0066;82,53968254
Shavlik Randolph;82; 6-10;240;2,0828;108,8435374
Shawn Bradley;90; 7-6;235;2,286;106,5759637
Shawn Kemp;82; 6-10;230;2,0828;104,30839
Shawn Marion;79; 6-7;220;2,0066;99,77324263
Shawn Respert;73; 6-1;195;1,8542;88,43537415
Shawne Williams;81; 6-9;225;2,0574;102,0408163
Shawnelle Scott;82; 6-10;250;2,0828;113,3786848
Shea Seals;77; 6-5;210;1,9558;95,23809524
Shelden Williams;81; 6-9;250;2,0574;113,3786848
Shellie McMillon;77; 6-5;205;1,9558;92,97052154
Shelton Jones;81; 6-9;210;2,0574;95,23809524
Shelvin Mack;75; 6-3;215;1,905;97,50566893
Sherell Ford;79; 6-7;210;2,0066;95,23809524
Sherman Douglas;72; 6-0;180;1,8288;81,63265306
Sherron Collins;71; 5-11;205;1,8034;92,97052154
Si Green;74; 6-2;185;1,8796;83,90022676
Sid Catlett;78; 6-6;230;1,9812;104,30839
Sidney Green;81; 6-9;220;2,0574;99,77324263
Sidney Lowe;72; 6-0;195;1,8288;88,43537415
Sidney Moncrief;75; 6-3;180;1,905;81,63265306
Sidney Wicks;80; 6-8;225;2,032;102,0408163
Skeeter Henry;79; 6-7;190;2,0066;86,16780045
Skip Harlicka;73; 6-1;185;1,8542;83,90022676
Skippy Whitaker;73; 6-1;180;1,8542;81,63265306
Slater Martin;70; 5-10;170;1,778;77,09750567
Slavko Vranes;89; 7-5;275;2,2606;124,7165533
Sleepy Floyd;75; 6-3;170;1,905;77,09750567
Slick Leonard;75; 6-3;185;1,905;83,90022676
Slick Watts;73; 6-1;175;1,8542;79,36507937
Sly Williams;79; 6-7;210;2,0066;95,23809524
Smush Parker;76; 6-4;190;1,9304;86,16780045
Solomon Alabi;85; 7-1;251;2,159;113,8321995
Solomon Hill;79; 6-7;220;2,0066;99,77324263
Solomon Jones;82; 6-10;230;2,0828;104,30839
Sonny Dove;79; 6-7;198;2,0066;89,79591837
Sonny Parker;78; 6-6;200;1,9812;90,70294785
Sonny Weems;78; 6-6;203;1,9812;92,06349206
Soumaila Samake;84; 7-0;230;2,1336;104,30839
Speedy Claxton;71; 5-11;166;1,8034;75,28344671
Spencer Hawes;84; 7-0;245;2,1336;111,1111111
Spencer Haywood;80; 6-8;225;2,032;102,0408163
Spud Webb;66; 5-6;133;1,6764;60,31746032
Stacey Arceneaux;76; 6-4;210;1,9304;95,23809524
Stacey Augmon;78; 6-6;205;1,9812;92,97052154
Stacey King;83; 6-11;230;2,1082;104,30839
Stan Kimbrough;71; 5-11;153;1,8034;69,3877551
Stan Love;81; 6-9;215;2,0574;97,50566893
Stan McKenzie;77; 6-5;195;1,9558;88,43537415
Stan Pietkiewicz;77; 6-5;200;1,9558;90,70294785
Stan Washington;76; 6-4;190;1,9304;86,16780045
Stanislav Medvedenko;82; 6-10;250;2,0828;113,3786848
Stanley Brundy;78; 6-6;210;1,9812;95,23809524
Stanley Jackson;75; 6-3;185;1,905;83,90022676
Stanley Roberts;84; 7-0;285;2,1336;129,2517007
Stefano Rusconi;81; 6-9;240;2,0574;108,8435374
Steffond Johnson;80; 6-8;240;2,032;108,8435374
Stephane Lasme;80; 6-8;215;2,032;97,50566893
Stephen Curry;75; 6-3;185;1,905;83,90022676
Stephen Graham;78; 6-6;215;1,9812;97,50566893
Stephen Howard;81; 6-9;225;2,0574;102,0408163
Stephen Jackson;80; 6-8;218;2,032;98,86621315
Stephon Marbury;74; 6-2;180;1,8796;81,63265306
Steve Alford;74; 6-2;183;1,8796;82,99319728
Steve Bardo;77; 6-5;190;1,9558;86,16780045
Steve Blake;75; 6-3;172;1,905;78,00453515
Steve Bracey;73; 6-1;175;1,8542;79,36507937
Steve Bucknall;78; 6-6;215;1,9812;97,50566893
Steve Burtt;74; 6-2;185;1,8796;83,90022676
Steve Colter;75; 6-3;165;1,905;74,82993197
Steve Courtin;73; 6-1;188;1,8542;85,26077098
Steve Downing;80; 6-8;225;2,032;102,0408163
Steve Francis;75; 6-3;195;1,905;88,43537415
Steve Goodrich;82; 6-10;220;2,0828;99,77324263
Steve Green;79; 6-7;220;2,0066;99,77324263
Steve Hamer;84; 7-0;245;2,1336;111,1111111
Steve Hamilton;78; 6-6;190;1,9812;86,16780045
Steve Harris;77; 6-5;195;1,9558;88,43537415
Steve Hawes;81; 6-9;220;2,0574;99,77324263
Steve Hayes;84; 7-0;205;2,1336;92,97052154
Steve Henson;71; 5-11;177;1,8034;80,27210884
Steve Johnson;82; 6-10;235;2,0828;106,5759637
Steve Jones;77; 6-5;205;1,9558;92,97052154
Steve Kerr;75; 6-3;175;1,905;79,36507937
Steve Kuberski;80; 6-8;215;2,032;97,50566893
Steve Lingenfelter;81; 6-9;225;2,0574;102,0408163
Steve Malovic;82; 6-10;230;2,0828;104,30839
Steve Mix;79; 6-7;215;2,0066;97,50566893
Steve Nash;75; 6-3;195;1,905;88,43537415
Steve Novak;82; 6-10;220;2,0828;99,77324263
Steve Patterson;81; 6-9;225;2,0574;102,0408163
Steve Scheffler;81; 6-9;250;2,0574;113,3786848
Steve Sheppard;78; 6-6;215;1,9812;97,50566893
Steve Smith;79; 6-7;200;2,0066;90,70294785
Steve Stipanovich;83; 6-11;245;2,1082;111,1111111
Steven Adams;84; 7-0;250;2,1336;113,3786848
Steven Hill;84; 7-0;248;2,1336;112,4716553
Steven Hunter;84; 7-0;220;2,1336;99,77324263
Steven Smith;80; 6-8;235;2,032;106,5759637
Stevin Smith;74; 6-2;208;1,8796;94,33106576
Stewart Granger;75; 6-3;190;1,905;86,16780045
Stojko Vrankovic;86; 7-2;260;2,1844;117,9138322
Stromile Swift;81; 6-9;225;2,0574;102,0408163
Stu Lantz;75; 6-3;175;1,905;79,36507937
Stuart Gray;84; 7-0;235;2,1336;106,5759637
Sun Yue;81; 6-9;205;2,0574;92,97052154
Sundiata Gaines;73; 6-1;185;1,8542;83,90022676
Swede Halbrook;87; 7-3;235;2,2098;106,5759637
Swen Nater;83; 6-11;240;2,1082;108,8435374
Sylvester Gray;78; 6-6;230;1,9812;104,30839
Sylvester Norris;83; 6-11;220;2,1082;99,77324263
T.J. Ford;72; 6-0;165;1,8288;74,82993197
T.R. Dunn;76; 6-4;192;1,9304;87,07482993
Taj Gibson;81; 6-9;225;2,0574;102,0408163
Tal Skinner;77; 6-5;195;1,9558;88,43537415
Tamar Slay;80; 6-8;215;2,032;97,50566893
Tang Hamilton;80; 6-8;220;2,032;99,77324263
Tarence Kinsey;78; 6-6;185;1,9812;83,90022676
Tariq Abdul-Wahad;78; 6-6;223;1,9812;101,1337868
Tate Armstrong;75; 6-3;175;1,905;79,36507937
Tate George;77; 6-5;190;1,9558;86,16780045
Taurean Green;72; 6-0;177;1,8288;80,27210884
Taylor Griffin;79; 6-7;238;2,0066;107,9365079
Tayshaun Prince;81; 6-9;215;2,0574;97,50566893
Ted Luckenbill;78; 6-6;205;1,9812;92,97052154
Ted Manakas;74; 6-2;180;1,8796;81,63265306
Ted McClain;73; 6-1;180;1,8542;81,63265306
Tellis Frank;82; 6-10;225;2,0828;102,0408163
Terence Morris;81; 6-9;221;2,0574;100,2267574
Terence Stansbury;77; 6-5;170;1,9558;77,09750567
Terrance Roberson;79; 6-7;215;2,0066;97,50566893
Terrel Harris;77; 6-5;190;1,9558;86,16780045
Terrell Brandon;71; 5-11;180;1,8034;81,63265306
Terrence Jones;81; 6-9;252;2,0574;114,2857143
Terrence Rencher;75; 6-3;185;1,905;83,90022676
Terrence Ross;78; 6-6;195;1,9812;88,43537415
Terrence Williams;78; 6-6;220;1,9812;99,77324263
Terry Catledge;80; 6-8;220;2,032;99,77324263
Terry Crosby;76; 6-4;195;1,9304;88,43537415
Terry Cummings;81; 6-9;220;2,0574;99,77324263
Terry Davis;81; 6-9;225;2,0574;102,0408163
Terry Dehere;74; 6-2;190;1,8796;86,16780045
Terry Dischinger;79; 6-7;189;2,0066;85,71428571
Terry Dozier;81; 6-9;210;2,0574;95,23809524
Terry Driscoll;79; 6-7;215;2,0066;97,50566893
Terry Duerod;74; 6-2;180;1,8796;81,63265306
Terry Furlow;76; 6-4;190;1,9304;86,16780045
Terry Mills;82; 6-10;230;2,0828;104,30839
Terry Porter;75; 6-3;195;1,905;88,43537415
Terry Teagle;77; 6-5;195;1,9558;88,43537415
Terry Thomas;80; 6-8;220;2,032;99,77324263
Terry Tyler;79; 6-7;215;2,0066;97,50566893
Thabo Sefolosha;77; 6-5;215;1,9558;97,50566893
Thaddeus Young;80; 6-8;220;2,032;99,77324263
Thales McReynolds;75; 6-3;185;1,905;83,90022676
Theo Ratliff;82; 6-10;225;2,0828;102,0408163
Theron Smith;80; 6-8;225;2,032;102,0408163
Thomas Gardner;77; 6-5;225;1,9558;102,0408163
Thomas Hamilton;86; 7-2;330;2,1844;149,6598639
Thomas Jordan;82; 6-10;220;2,0828;99,77324263
Thomas Robinson;81; 6-9;240;2,0574;108,8435374
Thurl Bailey;83; 6-11;215;2,1082;97,50566893
Tiago Splitter;83; 6-11;232;2,1082;105,2154195
Ticky Burden;74; 6-2;185;1,8796;83,90022676
Tierre Brown;74; 6-2;189;1,8796;85,71428571
Tim Bassett;80; 6-8;225;2,032;102,0408163
Tim Breaux;79; 6-7;215;2,0066;97,50566893
Tim Duncan;83; 6-11;248;2,1082;112,4716553
Tim Hardaway;72; 6-0;175;1,8288;79,36507937
Tim Hardaway;78; 6-6;205;1,9812;92,97052154
Tim James;79; 6-7;212;2,0066;96,14512472
Tim Kempton;82; 6-10;245;2,0828;111,1111111
Tim Legler;76; 6-4;200;1,9304;90,70294785
Tim McCormick;83; 6-11;240;2,1082;108,8435374
Tim Ohlbrecht;83; 6-11;255;2,1082;115,6462585
Tim Perry;81; 6-9;200;2,0574;90,70294785
Tim Thomas;82; 6-10;230;2,0828;104,30839
Tim Young;84; 7-0;220;2,1336;99,77324263
Timofey Mozgov;85; 7-1;250;2,159;113,3786848
Tiny Archibald;73; 6-1;150;1,8542;68,02721088
Tito Horford;85; 7-1;245;2,159;111,1111111
Tito Maddox;76; 6-4;190;1,9304;86,16780045
Tobias Harris;80; 6-8;226;2,032;102,4943311
Toby Bailey;78; 6-6;213;1,9812;96,59863946
Toby Kimball;78; 6-6;220;1,9812;99,77324263
Toby Knight;81; 6-9;210;2,0574;95,23809524
Tod Murphy;81; 6-9;220;2,0574;99,77324263
Todd Day;78; 6-6;188;1,9812;85,26077098
Todd Fuller;83; 6-11;255;2,1082;115,6462585
Todd Lichti;76; 6-4;205;1,9304;92,97052154
Todd MacCulloch;84; 7-0;280;2,1336;126,984127
Todd Mitchell;79; 6-7;205;2,0066;92,97052154
Todd Mundt;84; 7-0;250;2,1336;113,3786848
Togo Palazzi;76; 6-4;205;1,9304;92,97052154
Tom Abernethy;79; 6-7;220;2,0066;99,77324263
Tom Barker;83; 6-11;225;2,1082;102,0408163
Tom Black;82; 6-10;220;2,0828;99,77324263
Tom Boerwinkle;84; 7-0;265;2,1336;120,1814059
Tom Boswell;81; 6-9;220;2,0574;99,77324263
Tom Brennan;75; 6-3;195;1,905;88,43537415
Tom Burleson;86; 7-2;225;2,1844;102,0408163
Tom Chambers;82; 6-10;220;2,0828;99,77324263
Tom Garrick;74; 6-2;185;1,8796;83,90022676
Tom Gola;78; 6-6;205;1,9812;92,97052154
Tom Gugliotta;82; 6-10;240;2,0828;108,8435374
Tom Hammonds;81; 6-9;215;2,0574;97,50566893
Tom Hawkins;77; 6-5;210;1,9558;95,23809524
Tom Heinsohn;79; 6-7;218;2,0066;98,86621315
Tom Henderson;75; 6-3;190;1,905;86,16780045
Tom Hoover;81; 6-9;230;2,0574;104,30839
Tom Hovasse;80; 6-8;205;2,032;92,97052154
Tom Ingelsby;75; 6-3;180;1,905;81,63265306
Tom Kozelko;80; 6-8;220;2,032;99,77324263
Tom Kropp;75; 6-3;205;1,905;92,97052154
Tom LaGarde;82; 6-10;220;2,0828;99,77324263
Tom Marshall;76; 6-4;215;1,9304;97,50566893
Tom McMillen;83; 6-11;215;2,1082;97,50566893
Tom Meschery;78; 6-6;215;1,9812;97,50566893
Tom Owens;82; 6-10;215;2,0828;97,50566893
Tom Patterson;78; 6-6;220;1,9812;99,77324263
Tom Payne;86; 7-2;240;2,1844;108,8435374
Tom Piotrowski;85; 7-1;240;2,159;108,8435374
Tom Riker;82; 6-10;225;2,0828;102,0408163
Tom Sanders;78; 6-6;210;1,9812;95,23809524
Tom Stith;77; 6-5;210;1,9558;95,23809524
Tom Thacker;74; 6-2;170;1,8796;77,09750567
Tom Tolbert;79; 6-7;235;2,0066;106,5759637
Tom Van Arsdale;77; 6-5;202;1,9558;91,60997732
Tom Workman;79; 6-7;218;2,0066;98,86621315
Tommie Green;74; 6-2;185;1,8796;83,90022676
Tommy Kearns;71; 5-11;185;1,8034;83,90022676
Tommy Kron;77; 6-5;200;1,9558;90,70294785
Toney Douglas;74; 6-2;190;1,8796;86,16780045
Toni Kukoc;82; 6-10;192;2,0828;87,07482993
Tony Allen;76; 6-4;213;1,9304;96,59863946
Tony Battie;83; 6-11;230;2,1082;104,30839
Tony Bennett;72; 6-0;175;1,8288;79,36507937
Tony Bobbitt;76; 6-4;190;1,9304;86,16780045
Tony Brown;78; 6-6;185;1,9812;83,90022676
Tony Campbell;79; 6-7;215;2,0066;97,50566893
Tony Dawson;79; 6-7;215;2,0066;97,50566893
Tony Delk;73; 6-1;189;1,8542;85,71428571
Tony Dumas;78; 6-6;190;1,9812;86,16780045
Tony Farmer;81; 6-9;244;2,0574;110,6575964
Tony Fuller;76; 6-4;180;1,9304;81,63265306
Tony Harris;75; 6-3;190;1,905;86,16780045
Tony Jackson;72; 6-0;170;1,8288;77,09750567
Tony Massenburg;81; 6-9;220;2,0574;99,77324263
Tony Mitchell;78; 6-6;216;1,9812;97,95918367
Tony Mitchell;80; 6-8;235;2,032;106,5759637
Tony Parker;74; 6-2;180;1,8796;81,63265306
Tony Price;78; 6-6;190;1,9812;86,16780045
Tony Robertson;76; 6-4;195;1,9304;88,43537415
Tony Smith;75; 6-3;185;1,905;83,90022676
Tony Snell;79; 6-7;200;2,0066;90,70294785
Tony White;74; 6-2;170;1,8796;77,09750567
Tony Windis;73; 6-1;160;1,8542;72,56235828
Tony Wroten;77; 6-5;205;1,9558;92,97052154
Tony Zeno;80; 6-8;210;2,032;95,23809524
Torgeir Bryn;81; 6-9;250;2,0574;113,3786848
Tornike Shengelia;81; 6-9;217;2,0574;98,41269841
Torraye Braggs;80; 6-8;245;2,032;111,1111111
Toure' Murry;77; 6-5;195;1,9558;88,43537415
Tracy Jackson;78; 6-6;205;1,9812;92,97052154
Tracy McGrady;80; 6-8;210;2,032;95,23809524
Tracy Moore;76; 6-4;200;1,9304;90,70294785
Tracy Murray;79; 6-7;225;2,0066;102,0408163
Trajan Langdon;75; 6-3;197;1,905;89,34240363
Travis Best;71; 5-11;182;1,8034;82,53968254
Travis Diener;73; 6-1;175;1,8542;79,36507937
Travis Grant;79; 6-7;215;2,0066;97,50566893
Travis Hansen;78; 6-6;205;1,9812;92,97052154
Travis Knight;84; 7-0;235;2,1336;106,5759637
Travis Leslie;76; 6-4;205;1,9304;92,97052154
Travis Mays;74; 6-2;190;1,8796;86,16780045
Travis Outlaw;81; 6-9;210;2,0574;95,23809524
Travis Williams;78; 6-6;215;1,9812;97,50566893
Tree Rollins;85; 7-1;235;2,159;106,5759637
Tremaine Fowlkes;80; 6-8;220;2,032;99,77324263
Trent Tucker;77; 6-5;193;1,9558;87,52834467
Trenton Hassell;77; 6-5;200;1,9558;90,70294785
Trevor Ariza;80; 6-8;200;2,032;90,70294785
Trevor Booker;79; 6-7;240;2,0066;108,8435374
Trevor Ruffin;73; 6-1;185;1,8542;83,90022676
Trevor Wilson;79; 6-7;210;2,0066;95,23809524
Trevor Winter;84; 7-0;275;2,1336;124,7165533
Trey Burke;72; 6-0;190;1,8288;86,16780045
Trey Gilder;81; 6-9;185;2,0574;83,90022676
Trey Johnson;77; 6-5;218;1,9558;98,86621315
Trey Thompkins;82; 6-10;245;2,0828;111,1111111
Tristan Thompson;80; 6-8;225;2,032;102,0408163
Troy Bell;73; 6-1;180;1,8542;81,63265306
Troy Daniels;76; 6-4;200;1,9304;90,70294785
Troy Hudson;73; 6-1;170;1,8542;77,09750567
Troy Murphy;83; 6-11;245;2,1082;111,1111111
Truck Robinson;79; 6-7;225;2,0066;102,0408163
Ty Lawson;71; 5-11;195;1,8034;88,43537415
Tyler Hansbrough;81; 6-9;250;2,0574;113,3786848
Tyler Honeycutt;80; 6-8;188;2,032;85,26077098
Tyler Zeller;84; 7-0;250;2,1336;113,3786848
Tyreke Evans;78; 6-6;220;1,9812;99,77324263
Tyrone Britt;76; 6-4;190;1,9304;86,16780045
Tyrone Corbin;78; 6-6;210;1,9812;95,23809524
Tyrone Hill;81; 6-9;240;2,0574;108,8435374
Tyrone Nesby;78; 6-6;225;1,9812;102,0408163
Tyronn Lue;72; 6-0;175;1,8288;79,36507937
Tyrus Thomas;81; 6-9;215;2,0574;97,50566893
Tyshawn Taylor;75; 6-3;185;1,905;83,90022676
Tyson Chandler;85; 7-1;235;2,159;106,5759637
Tyson Wheeler;70; 5-10;165;1,778;74,82993197
Tyus Edney;70; 5-10;152;1,778;68,93424036
Udonis Haslem;80; 6-8;230;2,032;104,30839
Uros Slokar;82; 6-10;238;2,0828;107,9365079
Uwe Blab;85; 7-1;252;2,159;114,2857143
Vander Blue;76; 6-4;200;1,9304;90,70294785
Vassilis Spanoulis;76; 6-4;195;1,9304;88,43537415
Vern Fleming;77; 6-5;185;1,9558;83,90022676
Vern Hatton;75; 6-3;195;1,905;88,43537415
Vern Mikkelsen;79; 6-7;230;2,0066;104,30839
Vernon Macklin;82; 6-10;227;2,0828;102,9478458
Vernon Maxwell;76; 6-4;180;1,9304;81,63265306
Vester Marshall;79; 6-7;200;2,0066;90,70294785
Viacheslav Kravtsov;84; 7-0;260;2,1336;117,9138322
Vic Bartolome;84; 7-0;230;2,1336;104,30839
Victor Alexander;81; 6-9;265;2,0574;120,1814059
Victor Claver;81; 6-9;224;2,0574;101,5873016
Victor Oladipo;77; 6-5;214;1,9558;97,0521542
Viktor Khryapa;81; 6-9;210;2,0574;95,23809524
Vin Baker;83; 6-11;232;2,1082;105,2154195
Vince Carter;78; 6-6;215;1,9812;97,50566893
Vince Taylor;77; 6-5;180;1,9558;81,63265306
Vincent Askew;78; 6-6;210;1,9812;95,23809524
Vincent Yarbrough;79; 6-7;210;2,0066;95,23809524
Vincenzo Esposito;75; 6-3;198;1,905;89,79591837
Vinnie Johnson;74; 6-2;200;1,8796;90,70294785
Vinny Del Negro;76; 6-4;185;1,9304;83,90022676
Vitaly Potapenko;82; 6-10;280;2,0828;126,984127
Vitor Faverani;83; 6-11;260;2,1082;117,9138322
Vlade Divac;85; 7-1;243;2,159;110,2040816
Vladimir Radmanovic;82; 6-10;227;2,0828;102,9478458
Vladimir Stepania;84; 7-0;236;2,1336;107,0294785
Voise Winters;80; 6-8;200;2,032;90,70294785
Von Wafer;77; 6-5;210;1,9558;95,23809524
Vonteego Cummings;75; 6-3;185;1,905;83,90022676
Voshon Lenard;76; 6-4;205;1,9304;92,97052154
Wali Jones;74; 6-2;180;1,8796;81,63265306
Walker Russell;72; 6-0;170;1,8288;77,09750567
Walker Russell;77; 6-5;195;1,9558;88,43537415
Wallace Bryant;84; 7-0;245;2,1336;111,1111111
Wally Anderzunas;79; 6-7;220;2,0066;99,77324263
Wally Osterkorn;77; 6-5;215;1,9558;97,50566893
Wally Rank;78; 6-6;220;1,9812;99,77324263
Wally Szczerbiak;79; 6-7;244;2,0066;110,6575964
Wally Walker;79; 6-7;190;2,0066;86,16780045
Walt Bellamy;83; 6-11;225;2,1082;102,0408163
Walt Davis;80; 6-8;205;2,032;92,97052154
Walt Frazier;76; 6-4;200;1,9304;90,70294785
Walt Gilmore;78; 6-6;225;1,9812;102,0408163
Walt Wesley;83; 6-11;220;2,1082;99,77324263
Walt Williams;80; 6-8;219;2,032;99,31972789
Walter Berry;80; 6-8;215;2,032;97,50566893
Walter Bond;77; 6-5;200;1,9558;90,70294785
Walter Davis;78; 6-6;193;1,9812;87,52834467
Walter Dukes;84; 7-0;220;2,1336;99,77324263
Walter Herrmann;81; 6-9;225;2,0574;102,0408163
Walter Jordan;79; 6-7;198;2,0066;89,79591837
Walter McCarty;82; 6-10;230;2,0828;104,30839
Walter Palmer;85; 7-1;215;2,159;97,50566893
Walter Sharpe;81; 6-9;245;2,0574;111,1111111
Wang Zhizhi;84; 7-0;255;2,1336;115,6462585
Wardell Jackson;79; 6-7;200;2,0066;90,70294785
Warren Kidd;81; 6-9;235;2,0574;106,5759637
Wayman Britt;74; 6-2;185;1,8796;83,90022676
Wayman Tisdale;81; 6-9;240;2,0574;108,8435374
Wayne Cooper;82; 6-10;220;2,0828;99,77324263
Wayne Ellington;76; 6-4;200;1,9304;90,70294785
Wayne Embry;80; 6-8;240;2,032;108,8435374
Wayne Englestad;80; 6-8;245;2,032;111,1111111
Wayne Hightower;80; 6-8;192;2,032;87,07482993
Wayne Kreklow;76; 6-4;175;1,9304;79,36507937
Wayne Molis;80; 6-8;230;2,032;104,30839
Wayne Radford;75; 6-3;205;1,905;92,97052154
Wayne Robinson;80; 6-8;217;2,032;98,41269841
Wayne Simien;81; 6-9;255;2,0574;115,6462585
Wayne Stevens;75; 6-3;185;1,905;83,90022676
Wayne Turner;74; 6-2;190;1,8796;86,16780045
Wayne Yates;80; 6-8;235;2,032;106,5759637
Wes Matthews;73; 6-1;170;1,8542;77,09750567
Wes Unseld;79; 6-7;245;2,0066;111,1111111
Wesley Cox;78; 6-6;215;1,9812;97,50566893
Wesley Johnson;79; 6-7;205;2,0066;92,97052154
Wesley Matthews;77; 6-5;220;1,9558;99,77324263
Wesley Person;78; 6-6;195;1,9812;88,43537415
Whitey Bell;72; 6-0;180;1,8288;81,63265306
Whitey Martin;74; 6-2;185;1,8796;83,90022676
Whitey Skoog;71; 5-11;180;1,8034;81,63265306
Wil Jones;80; 6-8;205;2,032;92,97052154
Wilbur Holland;72; 6-0;175;1,8288;79,36507937
Wiley Peck;79; 6-7;220;2,0066;99,77324263
Will Barton;78; 6-6;174;1,9812;78,91156463
Will Blalock;72; 6-0;205;1,8288;92,97052154
Will Bynum;72; 6-0;185;1,8288;83,90022676
Will Conroy;74; 6-2;195;1,8796;88,43537415
Will Frazier;79; 6-7;210;2,0066;95,23809524
Will Perdue;84; 7-0;240;2,1336;108,8435374
Will Solomon;73; 6-1;185;1,8542;83,90022676
William Avery;74; 6-2;197;1,8796;89,34240363
William Bedford;84; 7-0;225;2,1336;102,0408163
William Cunningham;83; 6-11;250;2,1082;113,3786848
William Smith;84; 7-0;220;2,1336;99,77324263
Willie Anderson;79; 6-7;190;2,0066;86,16780045
Willie Burton;80; 6-8;210;2,032;95,23809524
Willie Green;76; 6-4;200;1,9304;90,70294785
Willie Jones;75; 6-3;185;1,905;83,90022676
Willie McCarter;75; 6-3;175;1,905;79,36507937
Willie Naulls;78; 6-6;225;1,9812;102,0408163
Willie Norwood;79; 6-7;220;2,0066;99,77324263
Willie Smith;74; 6-2;170;1,8796;77,09750567
Willie Somerset;68; 5-8;170;1,7272;77,09750567
Willie Warren;76; 6-4;203;1,9304;92,06349206
Willie White;75; 6-3;195;1,905;88,43537415
Willie Williams;79; 6-7;200;2,0066;90,70294785
Willie Wise;77; 6-5;210;1,9558;95,23809524
Willis Reed;81; 6-9;235;2,0574;106,5759637
Wilson Chandler;80; 6-8;220;2,032;99,77324263
Wilson Washington;81; 6-9;227;2,0574;102,9478458
Wilt Chamberlain;85; 7-1;275;2,159;124,7165533
Win Wilfong;74; 6-2;185;1,8796;83,90022676
Winford Boynes;78; 6-6;185;1,9812;83,90022676
Winston Bennett;79; 6-7;210;2,0066;95,23809524
Winston Crite;79; 6-7;233;2,0066;105,6689342
Winston Garland;74; 6-2;170;1,8796;77,09750567
Woody Sauldsberry;79; 6-7;220;2,0066;99,77324263
World B. Free;74; 6-2;185;1,8796;83,90022676
Worthy Patterson;74; 6-2;175;1,8796;79,36507937
Xavier Henry;78; 6-6;220;1,9812;99,77324263
Xavier McDaniel;79; 6-7;205;2,0066;92,97052154
Xavier Silas;77; 6-5;205;1,9558;92,97052154
Yakhouba Diawara;79; 6-7;225;2,0066;102,0408163
Yao Ming;90; 7-6;310;2,286;140,5895692
Yaroslav Korolev;81; 6-9;203;2,0574;92,06349206
Yi Jianlian;84; 7-0;238;2,1336;107,9365079
Yinka Dare;84; 7-0;265;2,1336;120,1814059
York Larese;76; 6-4;183;1,9304;82,99319728
Yuta Tabuse;69; 5-9;165;1,7526;74,82993197
Yvon Joseph;83; 6-11;245;2,1082;111,1111111
Zabian Dowdell;75; 6-3;191;1,905;86,62131519
Zach Randolph;81; 6-9;253;2,0574;114,739229
Zaid Abdul-Aziz;81; 6-9;235;2,0574;106,5759637
Zan Tabak;84; 7-0;245;2,1336;111,1111111
Zarko Cabarkapa;83; 6-11;235;2,1082;106,5759637
Zarko Paspalj;81; 6-9;215;2,0574;97,50566893
Zaza Pachulia;83; 6-11;240;2,1082;108,8435374
Zeke Zawoluk;79; 6-7;215;2,0066;97,50566893
Zeljko Rebraca;84; 7-0;257;2,1336;116,553288
Zelmo Beaty;81; 6-9;225;2,0574;102,0408163
Zendon Hamilton;83; 6-11;250;2,1082;113,3786848
Zoran Planinic;79; 6-7;195;2,0066;88,43537415
Zydrunas Ilgauskas;87; 7-3;238;2,2098;107,9365079
